Дата;ТС;ДтЛ;ДтЕ;ДтЗ;95;92;80
11.07.2017;43077;46282;0;0;51638;50599;48399
12.07.2017;43229;45914;0;0;52137;50699;48399
13.07.2017;44289;44510;0;0;52137;50867;47699
14.07.2017;44240;44510;0;0;52138;50958;47699
17.07.2017;43340;43910;0;0;52188;51250;47699
18.07.2017;43740;43910;0;0;52307;51399;47699
19.07.2017;43952;44610;0;0;52488;51299;47699
20.07.2017;44041;45113;0;0;52538;51299;47701
21.07.2017;43652;44809;0;0;52797;51299;47899
24.07.2017;42877;44782;0;0;52799;50755;47899
25.07.2017;41777;44282;0;0;52599;50558;47899
26.07.2017;41777;44582;0;0;52699;50667;47899
27.07.2017;41782;44710;0;0;50995;50724;47899
28.07.2017;41782;43410;0;0;51065;50299;45752
31.07.2017;41052;44510;0;0;51760;50399;47899
01.08.2017;41052;44609;0;0;51200;50055;47899
02.08.2017;41343;44710;0;0;51099;49999;47899
03.08.2017;42327;44709;0;0;50855;49904;47899
04.08.2017;43182;44709;0;0;50599;49355;48000
07.08.2017;42477;44409;0;0;50199;48655;47899
08.08.2017;42127;44459;0;0;49467;48655;47899
09.08.2017;42540;44209;0;0;49472;48567;47899
10.08.2017;42877;44109;0;0;49569;48567;47999
11.08.2017;43827;43659;0;0;49681;48555;47999
14.08.2017;43877;42782;0;0;49681;48617;47999
15.08.2017;43877;41759;0;0;49687;48617;47699
16.08.2017;44327;41782;0;0;49708;48167;46699
17.08.2017;44532;41709;0;0;49537;48237;46699
18.08.2017;44878;41809;0;0;49437;48237;45752
21.08.2017;45377;41809;0;0;49457;48287;45899
22.08.2017;45490;41509;0;0;49612;48303;45899
23.08.2017;45886;41309;0;0;50043;49557;45899
24.08.2017;45450;41309;0;0;50172;48337;45752
25.08.2017;45450;41409;0;0;50267;48542;46308
28.08.2017;45460;41409;0;0;50274;48587;46799
29.08.2017;45450;41409;0;0;50286;48888;46799
30.08.2017;45450;41409;0;0;50468;48987;46899
31.08.2017;45450;41409;0;0;50468;49137;46999
01.09.2017;45775;41409;0;0;50473;48937;45752
04.09.2017;45940;41409;0;0;50483;48437;45737
05.09.2017;46300;41409;0;0;50973;47937;47299
06.09.2017;47166;41409;0;0;51064;48043;47299
07.09.2017;47255;41409;0;0;51098;48437;44737
08.09.2017;47040;41409;0;0;51158;48557;44737
11.09.2017;47040;40409;0;0;51399;49037;44737
12.09.2017;47040;40409;0;0;51399;49087;47499
13.09.2017;46950;40409;0;0;51399;49627;47699
14.09.2017;46952;40409;0;0;51055;49467;44737
15.09.2017;47115;40434;0;0;51355;49467;43637
18.09.2017;47300;40435;0;0;51405;49472;42737
19.09.2017;47775;40909;0;0;51674;49472;48099
20.09.2017;48541;41009;0;0;51499;49472;48499
21.09.2017;48340;43106;45109;0;51199;49367;48399
22.09.2017;48240;42909;45309;0;51299;49055;48399
25.09.2017;48240;44003;45309;47382;51399;49055;48399
26.09.2017;47240;44454;45309;51299;51555;48767;48099
27.09.2017;46550;44003;45346;50709;51310;48767;48099
28.09.2017;46550;0;45409;0;50855;0;0
29.09.2017;46900;0;45424;0;50855;0;0
02.10.2017;47340;0;44109;0;50880;0;0
03.10.2017;48042;0;45429;0;50880;0;0
04.10.2017;48341;0;0;0;50960;0;0
05.10.2017;48391;0;0;0;51055;0;42737
06.10.2017;48740;0;0;0;50667;0;0
09.10.2017;48991;0;0;0;50667;0;0
10.10.2017;49240;0;0;0;50667;0;0
11.10.2017;49402;0;0;0;50167;0;0
12.10.2017;49475;0;0;0;50167;0;0
13.10.2017;49820;0;0;0;50167;0;0
16.10.2017;49855;0;0;0;49767;0;0
17.10.2017;49540;0;0;0;49767;0;0
18.10.2017;50640;0;0;0;49768;0;43292
19.10.2017;50791;0;0;0;49867;0;0
20.10.2017;50740;0;0;0;49867;0;0
23.10.2017;49555;0;0;0;49867;0;0
24.10.2017;50651;0;0;0;49921;0;0
25.10.2017;50841;0;0;0;49867;0;0
26.10.2017;51240;0;0;0;49868;0;0
27.10.2017;51650;0;0;0;50028;0;43738
30.10.2017;51490;0;0;0;50055;0;0
31.10.2017;0;0;0;0;49867;0;0
01.11.2017;0;0;0;0;49917;0;0
02.11.2017;0;0;0;0;50105;0;0
03.11.2017;0;0;0;0;50266;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
00.01.1900;0;0;0;0;0;0;0
